Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\DM2080\KingTop_Output_Files\Assembly Outputs\Pick Place\Pick Place for DM2080(Production).csv

========================================================================================================================
File Design Information:

Date:       24/11/22
Time:       16:28
Revision:   b0409bf43421f5528d1d776d5c5e88041b93c8d5
Variant:    Production
Units used: mm

"Designator","Center-X(mm)","Center-Y(mm)","Rotation","Layer","Manufacturer Part Number 1","Footprint","Footprint Description","Description","Comment"
"R37","20.4000mm","21.1500mm","270","TopLayer","CRCW08050000Z0EA","RESC0805(2012)_L","Chip Resistor, Body 2.0x1.3mm, IPC High Density","RES SMD 0.0R OHM 1% 1/8W 0805","0R 0805"
"R38","16.7000mm","24.8500mm","180","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R39","8.9000mm","24.8000mm","180","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R40","10.3500mm","19.3000mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R41","15.3100mm","1.5400mm","90","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R42","16.1000mm","12.7500mm","180","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R43","21.7000mm","12.3000mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R44","25.5000mm","12.4000mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R45","26.2000mm","9.8000mm","180","TopLayer","CRCW04021M80FKED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 1.8M OHM 1% 1/16W 0402","1.8MR 0402"
"R46","26.2000mm","8.9500mm","180","TopLayer","CRCW04021M80FKED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 1.8M OHM 1% 1/16W 0402","1.8MR 0402"
"R47","22.8500mm","12.4000mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R48","22.2500mm","2.4500mm","270","BottomLayer","CRCW0603-0000Z0EA","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 0 OHM JUMPER 1/10W 0603 0 Ohms Jumper 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200 Thick Film","0R 0603"
"R49","24.6000mm","12.4000mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R50","23.7000mm","12.4000mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R51","19.6000mm","4.2500mm","180","BottomLayer","CRCW0402470RFKED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 470 OHM 1% 1/16W 0402","470R 0402"
"R52","19.2000mm","5.5000mm","270","BottomLayer","ERJ-2RKF1782X","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 17.8K OHM 1% 1/10W 0402 17.8 kOhms ±1% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film","17.8K 0402"
"R53","34.3867mm","3.5836mm","270","TopLayer","RC0402FR-07100KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 100K OHM 1% 1/16W 0402","100K 0402"
"R59","19.5000mm","28.6750mm","0","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R62","14.3000mm","29.3500mm","180","BottomLayer","RC0402FR-071KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 1K OHM 1% 1/16W 0402","1K 0402"
"R64","17.7500mm","27.5000mm","0","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R65","17.7500mm","26.3500mm","0","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 0402 1/16W Chip Resistor, 0402 [1005 Metric], 10 kohm, RC Series, 50 V, Thick Film, 62.5 mW","10K 0402"
"R66","15.8500mm","2.7500mm","180","TopLayer","CRCW0603-0000Z0EA","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 0 OHM JUMPER 1/10W 0603 0 Ohms Jumper 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200 Thick Film","0R 0603"
"SW1","45.4000mm","15.5000mm","90","TopLayer","434331045822","434331045822","4.7*3.5mm side push type,SMD, height 1.65mm, black actuator, 220gf, T&R","Keypad Switch, 1 Switches, SPST, Momentary-tactile, 0.05A, 12VDC, 2.65N, Solder Terminal, Surface Mount-right Angle","434331045822"
"SW2","45.4000mm","22.9250mm","90","TopLayer","434331045822","434331045822","4.7*3.5mm side push type,SMD, height 1.65mm, black actuator, 220gf, T&R","Keypad Switch, 1 Switches, SPST, Momentary-tactile, 0.05A, 12VDC, 2.65N, Solder Terminal, Surface Mount-right Angle","434331045822"
"SW3","-0.7500mm","5.1000mm","270","TopLayer","434331045822","434331045822","4.7*3.5mm side push type,SMD, height 1.65mm, black actuator, 220gf, T&R","Keypad Switch, 1 Switches, SPST, Momentary-tactile, 0.05A, 12VDC, 2.65N, Solder Terminal, Surface Mount-right Angle","434331045822"
"TP1","35.5500mm","25.8000mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP2","28.4000mm","27.9500mm","90","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP3","28.4000mm","25.8000mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP4","28.6000mm","6.2000mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP5","10.2500mm","5.9500mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP6","23.1500mm","17.7000mm","180","TopLayer","","TP075_150_NS","0.75mm dia pad, 1.5mm dia clearance, no silk screen","","TP075_150_NS"
"TP7","23.1500mm","23.2000mm","270","TopLayer","","TP075_150_NS","0.75mm dia pad, 1.5mm dia clearance, no silk screen","","TP075_150_NS"
"TP8","17.2000mm","6.8000mm","180","TopLayer","","TP075_150_NS","0.75mm dia pad, 1.5mm dia clearance, no silk screen","","TP075_150_NS"
"TP9","5.7500mm","15.7500mm","180","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP10","23.0000mm","20.7000mm","180","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP11","14.3500mm","27.7500mm","0","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP12","25.9000mm","26.9000mm","90","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP13","14.3500mm","25.4000mm","0","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP14","20.7000mm","23.2000mm","180","TopLayer","","TP075_150_NS","0.75mm dia pad, 1.5mm dia clearance, no silk screen","","TP075_150_NS"
"TP15","12.3000mm","25.4000mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP16","19.0000mm","15.3500mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP17","5.7500mm","11.5500mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP18","26.2000mm","13.8500mm","0","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP19","26.2000mm","11.1500mm","0","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP20","5.7500mm","13.6500mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"TP21","19.0500mm","12.9500mm","270","TopLayer","","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TP100_200_NS"
"U1","22.5000mm","15.0000mm","270","TopLayer","BMI270","XDCR_BMI270","","Accelerometer, Gyroscope, 6 Axis Sensor IÂ²C, SPI Output","BMI270"
"U2","8.0500mm","10.8000mm","270","BottomLayer","TLV62080DSGR","TLV62080DSG","WSON-8, 2.1mm x 2.1mm x 0.8mm","IC REG BUCK ADJ 1.2A SYNC 8WSON","TLV62080DSG"
"U3","13.3999mm","4.9500mm","90","BottomLayer","TLV75201PDSQR","SON_1PDSQR_TEX","","TLV752 Dual, 1-A, High-Accuracy, Adjustable-LDO in a Small-Size Package","TLV75201PDSQR"
"U4","15.2900mm","6.1300mm","180","TopLayer","NCP114AMX330TCG","DQN0004A_V","SON, Body 1.05x1.05mm, Pitch 0.65mm","LDO Regulator, 300 mA, High PSRR 3.3V, Active Discharge","NCP114AMX330TCG"
"U5","19.5500mm","11.5000mm","270","BottomLayer","CBTL02043ABQ,115","CBTL02043A","VQFN-20","Multiplexer And Demux/Decoder, CBT/FST/QS/5C/B Series, 1-Func, 2 Line Input, 1 Line Output, True Output, PQCC20","USB Type-C Switch"
"U6","24.2499mm","10.3001mm","180","TopLayer","PTN5150AHXMP","PTN5150H","X2QFN-12 1.6x1.6","Power Supply Support Circuit, Fixed, 2 Channel, 0.2, PQCC12","USB Type-C Port Control"
"U8","13.6000mm","27.2500mm","180","BottomLayer","24AA32A-I/MS","24AA32A-I/MS","Body: 3 x 3mm, pitch: 0.65mm","IC EEPROM 32K I2C 400KHZ 8MSOP Memory IC 32Kb (4K x 8) I²C 400kHz 900ns 8-MSOP","24AA32A-I/MS 8-MSOP"
