Altium Designer Pick and Place Locations
C:\Altium 365\BC2077\KingTop_Output_Files\Assembly Outputs\Pick Place\Pick Place for BC2087(Production_MX).csv

========================================================================================================================
File Design Information:

Date:       08/06/23
Time:       11:34
Revision:   f90e7a7f3cb4bc0c45b14c1af4aaf3fdd92358ce
Variant:    Production_MX
Units used: mm

"Designator","Center-X(mm)","Center-Y(mm)","Rotation","Layer","Manufacturer Part Number 1","Footprint","Footprint Description","Description","Comment"
"D5","131.3090mm","35.9000mm","180","TopLayer","PDS1040-13","PDS1040-13","Powerdi5 Diodes","DIODE SCHOTTKY 40V 10A POWERDI5","PDS1040-13"
"D6","45.2000mm","16.7000mm","90","TopLayer","SML-D12U8WT86","SML_D1xx8W","Rohm LED SML_D1 series - Chip Diode, 2-Leads, Body 1.60x0.80mm, IPC High Density","LED RED DIFFUSED 0603 SMD Red 620nm LED Indication - Discrete 2.2V 0603 (1608 Metric)","SML-D12U8WT86"
"D7","43.6277mm","16.7000mm","270","TopLayer","SML-D12D8WT86","SML_D1xx8W","Rohm LED SML_D1 series - Chip Diode, 2-Leads, Body 1.60x0.80mm, IPC High Density","LED ORANGE DIFFUSED 0603 SMD Orange 605nm LED Indication - Discrete 2.2V 0603 (1608 Metric)","SML-D12D8WT86"
"D8","80.0591mm","38.6837mm","270","TopLayer","CD-HD01","CD-H01","","CD-HD0x Series Schottky Bridge Rectifier Diode 100V 4-Pin Surface Mount T/R","CD-HD01"
"D9","107.3267mm","23.2000mm","270","TopLayer","TPD4E02B04DQAR","TPD4E02B04DQAR","TPD4E02B04DQAR","TVS DIODE 3.6V 8.8V 10USON 8.8V (Typ) Clamp 5A (8/20탎) Ipp Tvs Diode Surface Mount 10-USON (2.5x1)","TPD4E02B04DQAR"
"D10","107.3000mm","20.2672mm","270","TopLayer","TPD4E02B04DQAR","TPD4E02B04DQAR","TPD4E02B04DQAR","TVS DIODE 3.6V 8.8V 10USON 8.8V (Typ) Clamp 5A (8/20탎) Ipp Tvs Diode Surface Mount 10-USON (2.5x1)","TPD4E02B04DQAR"
"D11","107.3000mm","17.0000mm","90","TopLayer","TPD4E02B04DQAR","TPD4E02B04DQAR","TPD4E02B04DQAR","TVS DIODE 3.6V 8.8V 10USON 8.8V (Typ) Clamp 5A (8/20탎) Ipp Tvs Diode Surface Mount 10-USON (2.5x1)","TPD4E02B04DQAR"
"D12","62.4332mm","13.5911mm","0","TopLayer","155124M173200","FP-155124M173200-MFG","","Triple Color LED","155124M173200"
"D16","46.7860mm","16.7000mm","270","TopLayer","SML-D12M8WT86","SML_D1xx8W","Rohm LED SML_D1 series - Chip Diode, 2-Leads, Body 1.60x0.80mm, IPC High Density","LED GREEN DIFFUSED 0603 SMD Green 572nm LED Indication - Discrete 2.2V 0603 (1608 Metric)","SML-D12M8WT86"
"D17","79.8825mm","30.9000mm","90","BottomLayer","TPD4E02B04DQAR","TPD4E02B04DQAR","TPD4E02B04DQAR","TVS DIODE 3.6V 8.8V 10USON 8.8V (Typ) Clamp 5A (8/20탎) Ipp Tvs Diode Surface Mount 10-USON (2.5x1)","TPD4E02B04DQAR"
"D18","79.8825mm","34.3000mm","90","BottomLayer","TPD4E02B04DQAR","TPD4E02B04DQAR","TPD4E02B04DQAR","TVS DIODE 3.6V 8.8V 10USON 8.8V (Typ) Clamp 5A (8/20탎) Ipp Tvs Diode Surface Mount 10-USON (2.5x1)","TPD4E02B04DQAR"
"FB2","88.0472mm","34.5000mm","0","TopLayer","742792040","742792040","Chip Inductor, 2-Leads, Body 2.0x1.2mm","FERRITE BEAD 600 OHM 0805 1LN","742792040"
"FB3","88.0472mm","32.6000mm","0","TopLayer","742792040","742792040","Chip Inductor, 2-Leads, Body 2.0x1.2mm","FERRITE BEAD 600 OHM 0805 1LN","742792040"
"FB4","152.7517mm","14.5500mm","90","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB5","164.7637mm","14.5500mm","90","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB6","147.6000mm","21.2000mm","0","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB7","2.7000mm","14.5500mm","90","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB8","14.9000mm","14.5500mm","90","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB9","-1.6375mm","20.6824mm","90","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB10","52.8182mm","14.5500mm","90","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB11","64.5721mm","15.5000mm","180","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FB12","48.6013mm","20.7857mm","90","TopLayer","2508056017Y2","2508056017Y2","2508056017Y2 Chip Inductor, 2-Leads, Body 2.00x1.25mm","FERRITE BEAD, 0.1OHM, 2A, 0805, 600R/100MHz","2508056017Y2"
"FID1","146.2250mm","19.4500mm","90","BottomLayer","/","FIDUCIAL_ROUND_1MM","Round, 1mm dia","Fiducial with various available footprints","FIDUCIAL"
"FID2","27.5250mm","39.5250mm","90","TopLayer","/","FIDUCIAL_ROUND_1MM","Round, 1mm dia","Fiducial with various available footprints","FIDUCIAL"
"FID3","-8.1500mm","14.2250mm","90","TopLayer","/","FIDUCIAL_ROUND_1MM","Round, 1mm dia","Fiducial with various available footprints","FIDUCIAL"
"FID4","168.9613mm","35.7000mm","90","TopLayer","/","FIDUCIAL_ROUND_1MM","Round, 1mm dia","Fiducial with various available footprints","FIDUCIAL"
"FID5","124.3584mm","14.4526mm","90","TopLayer","/","FIDUCIAL_ROUND_1MM","Round, 1mm dia","Fiducial with various available footprints","FIDUCIAL"
"FID6","12.1250mm","37.1000mm","90","BottomLayer","/","FIDUCIAL_ROUND_1MM","Round, 1mm dia","Fiducial with various available footprints","FIDUCIAL"
"J1","88.5850mm","22.6266mm","0","TopLayer","TRJG0926HENL","TRJG0926HENL","TRXCOM TRJG0926HENL 1000BASE-T PoE","CONN MAGJACK 1PORT 1000 BASET","TRJG0926HENL"
"J2","30.2850mm","26.9000mm","180","BottomLayer","DF40HC(3.0)-100DS-0.4V(58)","CON_A_BW2099_SoM_DF40HC-3.0-100DS-0.4V_minpad","3.0MM MATED HEIGHT CONN HDR 100POS 0.4MM SMD GOLD","OAK-SoM-Pro_S2/S3 base board conn. A","DF40HC(3.0)-100DS-0.4V_SoM-PRO_A"
"J3","-6.6900mm","29.9000mm","180","BottomLayer","DF40HC(3.0)-100DS-0.4V(58)","CON_B_BW2099_SoM_DF40HC-3.0-100DS-0.4V_minpad","3.0MM MATED HEIGHT CONN HDR 100POS 0.4MM SMD GOLD","OAK-SoM-Pro_S2/S3 base board conn. B","DF40HC(3.0)-100DS-0.4V_SoM-PRO_B"
"J6","58.3840mm","18.2908mm","0","TopLayer","FH26W-33S-0.3SHW(60)","FH26W-33S-0.3SHW(60)","connector: FH26W-33S-0.3SHW","FFC/FPC Connector, 33 Contact(s), 1 Row(s), Female, Right Angle, Surface Mount Terminal","FH26W-33S-0.3SHW(60)"
"J8","113.6000mm","17.4474mm","0","TopLayer","632723100011","632723100011","USB 3.1 Type C Receptacle Horizontal THR","USB C 3.1 Connector, 24 Contact(s), Female, Right Angle, Solder and Surface Mount Terminal, Receptacle","632723100011"
"J9","8.3840mm","18.2908mm","0","TopLayer","FH26W-33S-0.3SHW(60)","FH26W-33S-0.3SHW(60)","connector: FH26W-33S-0.3SHW","FFC/FPC Connector, 33 Contact(s), 1 Row(s), Female, Right Angle, Surface Mount Terminal","FH26W-33S-0.3SHW(60)"
"J10","158.3840mm","18.2908mm","0","TopLayer","FH26W-33S-0.3SHW(60)","FH26W-33S-0.3SHW(60)","connector: FH26W-33S-0.3SHW","FFC/FPC Connector, 33 Contact(s), 1 Row(s), Female, Right Angle, Surface Mount Terminal","FH26W-33S-0.3SHW(60)"
"L1","141.1000mm","37.3000mm","270","TopLayer","DO1608C-102MLC","DO1608C-102MLx","Coil inductor 6.6x4.45mm","IND POWER WIREWOUND 1uH 20% 100KHz FERRITE 2.7A","DO1608C-102ML"
"L2","38.4130mm","26.4315mm","270","TopLayer","LQH32NH2R2J23L","LQH32NH2R2J23L","inductor 3.20mm x 2.50mm x 2.2mm","FIXED IND 2.2UH 610MA 97MOHM SMD","LQH32NH2R2J23L"
"L3","132.9500mm","20.9500mm","270","TopLayer","DFE252012P-1R0M=P2","DFE252012P-1R0M=P2","Chip Inductor, 2-Leads, Body 2.40x2.00mm, IPC High Density","FIXED IND 1UH 3.2A 42 MOHM SMD","DFE252012P-1R0M=P2"
"L4","132.9500mm","16.2077mm","270","TopLayer","DFE252012P-1R0M=P2","DFE252012P-1R0M=P2","Chip Inductor, 2-Leads, Body 2.40x2.00mm, IPC High Density","FIXED IND 1UH 3.2A 42 MOHM SMD","DFE252012P-1R0M=P2"
"MH1","22.4037mm","39.0109mm","180","BottomLayer","9774030243R","9774030243R","STANDOFF_M2X0.4_3MM with no pad on bottom of PCB","MP ROUND STANDOFF M2X0.4 STEEL 3MM","9774030243R"
"MH2","-1.7963mm","14.8109mm","180","BottomLayer","9774030243R","9774030243R","STANDOFF_M2X0.4_3MM with no pad on bottom of PCB","MP ROUND STANDOFF M2X0.4 STEEL 3MM","9774030243R"
"Q1","3.3510mm","30.4639mm","0","BottomLayer","DDTC114YCA-7-F","DDTC114YCA-7-F-Footprint-1","","TRANS PREBIAS NPN 200MW SOT23-3","DDTC114YCA-7-F"
"Q2","43.3578mm","21.2090mm","180","TopLayer","RE1C002UNTCL","RE1C002UNTCL","ROHM SOT-416FL","MOSFET N-CH 20V 0.2A EMT3","RE1C002UNTCL"
"Q3","69.7650mm","19.4000mm","90","BottomLayer","RE1C002UNTCL","RE1C002UNTCL","ROHM SOT-416FL","MOSFET N-CH 20V 0.2A EMT3","RE1C002UNTCL"
"Q4","45.4406mm","21.2090mm","180","TopLayer","RE1C002UNTCL","RE1C002UNTCL","ROHM SOT-416FL","MOSFET N-CH 20V 0.2A EMT3","RE1C002UNTCL"
"Q5","72.0250mm","19.4000mm","90","BottomLayer","RE1C002UNTCL","RE1C002UNTCL","ROHM SOT-416FL","MOSFET N-CH 20V 0.2A EMT3","RE1C002UNTCL"
"Q6","74.3250mm","19.4000mm","90","BottomLayer","RE1C002UNTCL","RE1C002UNTCL","ROHM SOT-416FL","MOSFET N-CH 20V 0.2A EMT3","RE1C002UNTCL"
"Q7","122.1750mm","20.8500mm","90","TopLayer","IRLTS2242TRPBF","TSOP-6-MFG","","MOSFET P-CH 20V 6.9A 6TSOP","IRLTS2242TRPBF"
"Q8","115.8748mm","23.5712mm","180","BottomLayer","NTJS4151PT1G","ONSC-SC70-6-419B-02_W_V","","Trench Power MOSFET, -20 V, -4.2 A, Single P-Channel, 6-Pin SC70, Pb-Free, Tape and Reel","NTJS4151PT1G"
"R3","113.4891mm","31.1750mm","0","BottomLayer","CRCW060310R0FKEA","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 10 OHM 1% 1/10W 0603","CRCW060310R0FKEA"
"R4","114.6891mm","37.2000mm","90","BottomLayer","RC0603JR-0718KL","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 18K OHM 5% 1/10W 0603","RC0603JR-0718KL"
"R5","133.9000mm","39.5000mm","0","TopLayer","RC0805FR-076R8L","RESC0805(2012)_N","Chip Resistor, Body 2.0x1.3mm, IPC Medium Density","RES SMD 6.8 OHM 1% 1/8W 0805","RC0805FR-076R8L"
"R6","40.0619mm","36.4147mm","90","TopLayer","RC0402FR-0722RL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 22 OHM 1% 1/16W 0402","RC0402FR-0722RL"
"R8","99.0033mm","27.0000mm","0","BottomLayer","CRCW080588K7FKEA","RESC0805(2012)_N","Chip Resistor, Body 2.0x1.3mm, IPC Medium Density","RES SMD 88.7K OHM 1% 1/8W 0805","CRCW080588K7FKEA"
"R9","-5.7500mm","25.7500mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R10","101.3033mm","29.0000mm","0","BottomLayer","RC0805FR-0748R7L","RESC0805(2012)_N","Chip Resistor, Body 2.0x1.3mm, IPC Medium Density","RES SMD 48.7 OHM 1% 1/8W 0805","RC0805FR-0748R7L"
"R11","101.3033mm","30.9000mm","0","BottomLayer","CRCW080524K3FKEA","RESC0805(2012)_N","Chip Resistor, Body 2.0x1.3mm, IPC Medium Density","RES SMD 24.3K OHM 1% 1/8W 0805","CRCW080524K3FKEA"
"R12","102.6690mm","26.2000mm","270","TopLayer","RC0603FR-074K99L","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 4.99K OHM 1% 1/10W 0603","RC0603FR-074K99L"
"R13","100.4000mm","33.2000mm","90","TopLayer","RL0805FR-070R62L","RESC0805(2012)_N","Chip Resistor, Body 2.0x1.3mm, IPC Medium Density","RES SMD 620 MOHM 1% 1/8W 0805","RL0805FR-070R62L"
"R14","130.6000mm","37.3000mm","0","BottomLayer","RC0603FR-0736K5L","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 36.5K OHM 1% 1/10W 0603","RC0603FR-0736K5L"
"R15","130.6000mm","35.8000mm","180","BottomLayer","RC0603FR-0712K1L","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 12.1K OHM 1% 1/10W 0603","RC0603FR-0712K1L"
"R16","-5.7500mm","26.6750mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R17","127.2958mm","35.2500mm","0","BottomLayer","CRCW0603-0000Z0EA","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 0 OHM 5% 1/10W 0603","CRCW06030000Z0EA"
"R18","104.2098mm","26.2000mm","90","TopLayer","CRCW0603-0000Z0EA","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 0 OHM 5% 1/10W 0603","CRCW06030000Z0EA"
"R19","-7.7500mm","22.9515mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R20","-7.7421mm","23.8750mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R21","-7.7421mm","24.8250mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R24","130.6000mm","34.3000mm","0","BottomLayer","RC0603FR-072K05L","RESC0603(1608)_N","Chip Resistor, Body 1.6x0.8mm, IPC Medium Density","RES SMD 2.05K OHM 1% 1/10W 0603","RC0603FR-072K05L"
"R25","39.2660mm","36.4147mm","90","TopLayer","RC0402FR-0722RL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 22 OHM 1% 1/16W 0402","RC0402FR-0722RL"
"R26","40.8619mm","36.4147mm","270","TopLayer","RC0402FR-0749R9L","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 49.9 OHM 1% 1/16W 0402","RC0402FR-0749R9L"
"R27","-9.8044mm","32.8676mm","90","BottomLayer","CRCW04020000Z0ED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 0 OHM 5% 1/16W 0402","CRCW04020000Z0ED"
"R28","5.7510mm","30.5639mm","270","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R29","38.5000mm","30.7000mm","90","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R30","38.4608mm","36.4138mm","270","TopLayer","RC0402FR-0749R9L","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 49.9 OHM 1% 1/16W 0402","RC0402FR-0749R9L"
"R31","40.8178mm","18.7960mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R32","32.7406mm","15.5956mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R33","128.2000mm","15.7077mm","270","TopLayer","RC0402FR-07300KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 300K OHM 1% 1/16W 0402","RC0402FR-07300KL"
"R34","128.2000mm","17.3477mm","270","TopLayer","RC0402FR-0747KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 47K OHM 1% 1/16W 0402","RC0402FR-0747KL"
"R36","161.7037mm","15.2250mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R37","147.2404mm","24.7500mm","270","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R38","61.0108mm","15.4556mm","90","TopLayer","CRCW0603-0000Z0EA","RESC0603(1608)_L","Chip Resistor, Body 1.6x0.8mm, IPC High Density","RES SMD 0 OHM 5% 1/10W 0603","CRCW06030000Z0EA"
"R39","26.1000mm","25.7000mm","0","BottomLayer","RC0603FR-0722RL","RESC0603(1608)_L","Chip Resistor, Body 1.6x0.8mm, IPC High Density","RES SMD 22 OHM 1% 1/10W 0603","RC0603FR-0722RL"
"R41","4.3840mm","15.1250mm","270","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R42","11.7143mm","15.2250mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R43","18.8187mm","26.3180mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R44","-6.6750mm","28.8250mm","270","TopLayer","CRCW04020000Z0ED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 0 OHM 5% 1/16W 0402","CRCW04020000Z0ED"
"R45","-7.4750mm","28.8250mm","270","TopLayer","CRCW04020000Z0ED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 0 OHM 5% 1/16W 0402","CRCW04020000Z0ED"
"R46","36.2470mm","26.4898mm","180","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R48","44.7250mm","27.7250mm","90","TopLayer","RC0402FR-072K49L","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 2.49K OHM 1% 1/16W 0402","RC0402FR-072K49L"
"R49","36.3000mm","32.1610mm","180","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R50","33.9900mm","32.1610mm","180","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R51","128.2000mm","20.4329mm","270","TopLayer","ERJ-2RKF6492X","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 64.9K OHM 1% 0.1W 0402","ERJ-2RKF6492X"
"R52","128.2000mm","22.0900mm","270","TopLayer","CRCW040239K2FKED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 39.2K OHM 1% 1/16W 0402","CRCW040239K2FKED"
"R53","42.1000mm","19.0000mm","270","TopLayer","RC0402FR-071KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 1K OHM 1% 1/16W 0402","RC0402FR-071KL"
"R54","55.2194mm","15.2191mm","270","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R55","45.2000mm","18.9000mm","90","TopLayer","RC0402FR-071KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 1K OHM 1% 1/16W 0402","RC0402FR-071KL"
"R56","43.6277mm","18.9000mm","270","TopLayer","RC0402FR-071KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 1K OHM 1% 1/16W 0402","RC0402FR-071KL"
"R57","46.7860mm","18.9000mm","270","TopLayer","CRCW0402470RFKED","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 470 OHM 1% 1/16W 0402","CRCW0402470RFKED"
"R58","77.9277mm","15.3985mm","0","TopLayer","CRCW0402470RFKED","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 470 OHM 1% 1/16W 0402","CRCW0402470RFKED"
"R59","77.9277mm","16.3681mm","0","TopLayer","CRCW0402470RFKED","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 470 OHM 1% 1/16W 0402","CRCW0402470RFKED"
"R60","54.3930mm","15.2191mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R61","62.2554mm","15.5448mm","270","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R62","33.2000mm","25.5638mm","90","TopLayer","RC0402FR-071KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 1K OHM 1% 1/16W 0402","RC0402FR-071KL"
"R63","69.9000mm","17.9500mm","180","BottomLayer","ERJ-2RKF7500X","RESC1005X40X25NL05T05","Chip Resistor, 2-Leads, Body 1.00x0.50mm, IPC Medium Density","RES SMD 750 OHM 1% 0.1W 0402","ERJ-2RKF7500X"
"R64","72.2750mm","17.9500mm","180","BottomLayer","CRCW04021K20FKED","RESC1005X40X25NL05T05","Chip Resistor, 2-Leads, Body 1.00x0.50mm, IPC Medium Density","RES SMD 1.2K OHM 1% 0.063W 0402","CRCW04021K20FKED"
"R65","74.4250mm","17.9500mm","180","BottomLayer","RC0402FR-07150RL","RESC1005X40X25NL05T10","Chip Resistor, 2-Leads, Body 1.00x0.50mm, IPC Medium Density","RES SMD 150 OHM 1% 1/16W 0402","RC0402FR-07150RL"
"R69","122.0978mm","15.8242mm","180","TopLayer","RC0402FR-07100KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 100K OHM 1% 1/16W 0402","RC0402FR-07100KL"
"R70","61.7778mm","21.2537mm","180","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R71","154.4021mm","15.2250mm","270","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R72","33.0090mm","19.8628mm","0","TopLayer","RC0402FR-072K2L","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 2.2K OHM 1% 1/16W 0402","RC0402FR-072K2L"
"R73","32.9946mm","18.9484mm","0","TopLayer","RC0402FR-072K2L","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 2.2K OHM 1% 1/16W 0402","RC0402FR-072K2L"
"R74","113.7158mm","23.4212mm","90","BottomLayer","CRCW0603-0000Z0EA","RESC0603(1608)_L","Chip Resistor, Body 1.6x0.8mm, IPC High Density","RES SMD 0 OHM 5% 1/10W 0603","CRCW06030000Z0EA"
"R75","160.7427mm","14.8710mm","90","TopLayer","CRCW0603-0000Z0EA","RESC0603(1608)_L","Chip Resistor, Body 1.6x0.8mm, IPC High Density","RES SMD 0 OHM 5% 1/10W 0603","CRCW06030000Z0EA"
"R76","117.7290mm","21.5102mm","0","BottomLayer","CRCW0402470RFKED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 470 OHM 1% 1/16W 0402","CRCW0402470RFKED"
"R77","10.7192mm","14.8877mm","90","TopLayer","CRCW0603-0000Z0EA","RESC0603(1608)_L","Chip Resistor, Body 1.6x0.8mm, IPC High Density","RES SMD 0 OHM 5% 1/10W 0603","CRCW06030000Z0EA"
"R78","116.3208mm","21.5000mm","90","BottomLayer","ERJ-2RKF1782X","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 17.8K OHM 1% 1/10W 0402","ERJ-2RKF1782X"
"R79","-3.9116mm","31.0896mm","90","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
